400 426790 -634450 -568240 -631500
1207 323920 637060 -601170 642970
399 16690 -658940 -980300 -630600
192 -4600 18540 -963100 51030
370 -76410 802880 -989450 836700
1209 921460 679700 -8790 641530
401 981740 -884160 -29060 -915900
-190 965780 38900 1460 5490
